numPhotos,price,propertyType,size,rooms,bathrooms,distance,hasVideo,status,newDevelopment,hasLift,hasPlan,has3DTour,has360,hasStaging,topPlus,highlight.groupDescription,floor,exterior,parkingSpace.hasParkingSpace,price_m2_oct24,monthly_var,quart_var,annual_var,price_m2_historical_max,var_from_max,rooms+bathrooms,room.to.size.ratio,room+bathrooms.to.size.ratio,amenity.score,neighborhood_Can Baró,neighborhood_Can Peguera - El Turó de la Peira,neighborhood_Canyelles,neighborhood_Ciutat Meridiana - Torre Baró - Vallbona,neighborhood_Diagonal Mar i el Front Marítim del Poblenou,neighborhood_El Baix Guinardó,neighborhood_El Besòs,neighborhood_El Bon Pastor,neighborhood_El Camp d'En Grassot i Gràcia Nova,neighborhood_El Camp de l'Arpa del Clot,neighborhood_El Carmel,neighborhood_El Clot,neighborhood_El Coll,neighborhood_El Congrés i els Indians,neighborhood_El Fort Pienc,neighborhood_El Guinardó,neighborhood_El Gòtic,neighborhood_El Parc i la Llacuna del Poblenou,neighborhood_El Poble Sec - Parc de Montjuïc,neighborhood_El Poblenou,neighborhood_El Putxet i el Farró,neighborhood_El Raval,neighborhood_Horta,neighborhood_Hostafrancs,neighborhood_L'Antiga Esquerra de l'Eixample,neighborhood_La Barceloneta,neighborhood_La Bordeta,neighborhood_La Dreta de l'Eixample,neighborhood_La Font d'En Fargues,neighborhood_La Font de la Guatlla,neighborhood_La Guineueta,neighborhood_La Marina del Port,neighborhood_La Marina del Prat Vermell,neighborhood_La Maternitat i Sant Ramon,neighborhood_La Nova Esquerra de l'Eixample,neighborhood_La Prosperitat,neighborhood_La Sagrada Família,neighborhood_La Sagrera,neighborhood_La Salut,neighborhood_La Teixonera,neighborhood_La Trinitat Nova,neighborhood_La Trinitat Vella,neighborhood_La Vall d'Hebron - La Clota,neighborhood_La Verneda i la Pau,neighborhood_La Vila Olímpica del Poblenou,neighborhood_Les Corts,neighborhood_Les Roquetes,neighborhood_Les Tres Torres,neighborhood_Navas,neighborhood_Pedralbes,neighborhood_Porta,neighborhood_Provençals del Poblenou,neighborhood_Sant Andreu,neighborhood_Sant Antoni,neighborhood_Sant Genís Dels Agudells - Montbau,neighborhood_Sant Gervasi - Galvany,neighborhood_Sant Gervasi - La Bonanova,neighborhood_Sant Martí de Provençals,neighborhood_Sant Pere - Santa Caterina i la Ribera,neighborhood_Sants,neighborhood_Sants - Badal,neighborhood_Sarrià,neighborhood_Vallcarca i els Penitents,neighborhood_Vallvidrera - El Tibidabo i les Planes,neighborhood_Verdun,neighborhood_Vila de Gràcia,neighborhood_Vilapicina i la Torre Llobeta,district_Eixample,district_Gràcia,district_Horta Guinardó,district_Les Corts,district_Nou Barris,district_Sant Andreu,district_Sant Martí,district_Sants-Montjuïc,district_Sarrià-Sant Gervasi
29,450000,1,97.0,4,1,1798,0,1,0,1,1,0,0,0,0,0.0,1.0,0,0,5674,0.003,0.026,0.122,5674,0.0,5,0.041237113402061855,0.05154639175257732,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,450000,1,97.0,4,1,1854,1,2,0,1,1,0,0,0,0,0.0,2.0,1,0,5674,0.003,0.026,0.122,5674,0.0,5,0.041237113402061855,0.05154639175257732,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,340000,2,151.0,2,1,3659,0,1,0,0,1,0,0,0,0,0.0,-1.0,1,0,5900,0.015,0.01,0.059,5900,0.0,3,0.013245033112582781,0.019867549668874173,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,253575,1,76.0,3,1,1077,1,2,0,1,1,0,0,0,0,0.0,2.0,0,0,4571,0.018,0.036,0.061,4600,-0.006,4,0.039473684210526314,0.05263157894736842,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,340000,0,151.0,0,2,3566,1,1,0,0,1,0,1,0,0,0.0,-1.0,1,0,5900,0.015,0.01,0.059,5900,0.0,2,0.0,0.013245033112582781,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,450000,1,97.0,4,1,1762,0,1,0,1,1,0,0,0,0,0.0,1.0,0,0,5674,0.003,0.026,0.122,5674,0.0,5,0.041237113402061855,0.05154639175257732,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,450000,1,97.0,4,1,1599,0,1,0,1,1,0,0,0,0,0.0,1.0,0,0,5674,0.003,0.026,0.122,5674,0.0,5,0.041237113402061855,0.05154639175257732,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,340000,2,151.0,2,2,3586,0,1,0,0,1,0,0,0,0,0.0,-1.0,1,0,5900,0.015,0.01,0.059,5900,0.0,4,0.013245033112582781,0.026490066225165563,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,799000,1,125.0,3,2,1487,0,1,0,1,1,0,0,0,0,0.0,3.0,1,1,5674,0.003,0.026,0.122,5674,0.0,5,0.024,0.04,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,340000,2,151.0,2,2,3448,1,1,0,0,1,0,0,0,0,0.0,-1.0,1,0,5900,0.015,0.01,0.059,5900,0.0,4,0.013245033112582781,0.026490066225165563,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,610000,1,112.0,2,2,2618,0,1,0,1,0,0,0,0,0,0.0,1.0,0,0,5674,0.003,0.026,0.122,5674,0.0,4,0.017857142857142856,0.03571428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,99000,1,71.0,2,1,4087,0,2,0,1,1,0,0,0,0,0.0,-2.0,0,0,3442,0.014,0.035,0.072,3442,0.0,3,0.028169014084507043,0.04225352112676056,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,200000,1,74.0,3,1,6063,1,2,0,1,1,0,0,0,0,0.0,1.0,1,0,2466,0.002,0.029,0.026,2941,-0.162,4,0.04054054054054054,0.05405405405405406,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,99000,1,74.0,2,1,4009,0,1,0,1,0,0,0,0,0,0.0,-1.0,1,0,3442,0.014,0.035,0.072,3442,0.0,3,0.02702702702702703,0.04054054054054054,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,367500,1,126.0,3,1,794,0,2,0,0,1,0,0,0,0,0.0,2.0,1,0,4571,0.018,0.036,0.061,4600,-0.006,4,0.023809523809523808,0.031746031746031744,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,699000,1,108.0,2,3,808,1,1,0,1,1,0,0,0,0,0.0,2.0,1,0,4571,0.018,0.036,0.061,4600,-0.006,5,0.018518518518518517,0.046296296296296294,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,450000,1,97.0,4,1,1980,0,1,0,1,0,0,0,0,0,0.0,1.0,1,0,3882,0.011,0.04,0.094,3929,-0.012,5,0.041237113402061855,0.05154639175257732,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,395000,1,82.0,4,1,2002,1,1,0,1,0,0,0,0,0,0.0,3.0,1,0,3882,0.011,0.04,0.094,3929,-0.012,5,0.04878048780487805,0.06097560975609756,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,450000,1,97.0,4,1,1544,1,2,0,1,0,0,0,0,0,0.0,1.0,1,0,5674,0.003,0.026,0.122,5674,0.0,5,0.041237113402061855,0.05154639175257732,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,450000,1,97.0,4,1,1811,0,1,0,1,0,0,0,0,0,0.0,1.0,1,0,5674,0.003,0.026,0.122,5674,0.0,5,0.041237113402061855,0.05154639175257732,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,240000,1,63.0,3,1,5837,0,2,0,1,0,0,0,0,0,0.0,3.0,0,0,3536,0.02,0.049,0.128,3536,0.0,4,0.047619047619047616,0.06349206349206349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,770000,1,140.0,5,2,1120,0,1,0,1,0,0,0,0,0,0.0,5.0,1,1,5674,0.003,0.026,0.122,5674,0.0,7,0.03571428571428571,0.05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,399000,1,100.0,3,2,5033,0,1,0,1,0,0,0,0,0,0.0,1.0,1,1,4321,0.037,0.036,0.141,4321,0.0,5,0.03,0.05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,598000,1,140.0,3,2,2759,0,1,0,1,1,0,0,0,0,0.0,2.0,1,0,5900,0.015,0.01,0.059,5900,0.0,5,0.02142857142857143,0.03571428571428571,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,169000,1,43.0,2,1,3949,0,1,0,0,1,0,0,0,0,0.0,3.0,1,0,3882,0.011,0.04,0.094,3929,-0.012,3,0.046511627906976744,0.06976744186046512,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,164000,1,44.0,1,1,3880,0,1,0,1,0,0,0,0,0,0.0,-1.0,1,0,5900,0.015,0.01,0.059,5900,0.0,2,0.022727272727272728,0.045454545454545456,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,320000,1,71.0,3,1,1475,0,1,0,1,0,0,0,0,0,0.0,1.0,0,0,5674,0.003,0.026,0.122,5674,0.0,4,0.04225352112676056,0.056338028169014086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,170000,1,52.0,2,1,4936,0,1,0,0,1,0,0,0,0,0.0,4.0,1,0,4321,0.037,0.036,0.141,4321,0.0,3,0.038461538461538464,0.057692307692307696,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,159000,1,52.0,2,1,6739,1,1,0,0,1,0,1,0,0,0.0,2.0,1,0,2466,0.002,0.029,0.026,2941,-0.162,3,0.038461538461538464,0.057692307692307696,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,725000,1,160.0,5,3,663,1,1,0,1,1,0,0,0,0,0.0,4.0,1,0,4571,0.018,0.036,0.061,4600,-0.006,8,0.03125,0.05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,598000,1,140.0,3,2,2966,0,1,0,1,1,0,0,0,0,0.0,2.0,1,0,5900,0.015,0.01,0.059,5900,0.0,5,0.02142857142857143,0.03571428571428571,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,385000,1,90.0,3,1,2451,0,1,0,1,0,0,0,0,0,0.0,4.0,1,0,5674,0.003,0.026,0.122,5674,0.0,4,0.03333333333333333,0.044444444444444446,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,325000,1,55.0,1,2,4632,1,1,0,1,0,0,0,0,0,0.0,-1.0,1,0,5900,0.015,0.01,0.059,5900,0.0,3,0.01818181818181818,0.05454545454545454,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,170000,1,49.0,1,1,576,0,1,0,0,0,0,0,0,0,0.0,3.0,1,0,4571,0.018,0.036,0.061,4600,-0.006,2,0.02040816326530612,0.04081632653061224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,253575,1,76.0,3,1,1276,0,1,0,1,0,0,0,0,0,0.0,2.0,1,0,4571,0.018,0.036,0.061,4600,-0.006,4,0.039473684210526314,0.05263157894736842,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,240000,1,63.0,3,1,6040,0,2,0,1,0,0,0,0,0,0.0,3.0,0,0,3536,0.02,0.049,0.128,3536,0.0,4,0.047619047619047616,0.06349206349206349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,298000,1,64.0,1,1,3952,0,1,0,0,0,0,0,0,0,0.0,-1.0,1,1,3442,0.014,0.035,0.072,3442,0.0,2,0.015625,0.03125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,159000,1,60.0,1,1,914,0,1,0,0,0,0,0,0,0,0.0,2.0,1,0,4571,0.018,0.036,0.061,4600,-0.006,2,0.016666666666666666,0.03333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,170000,1,60.0,3,1,4961,0,1,0,0,0,0,0,0,0,0.0,2.0,1,0,3442,0.014,0.035,0.072,3442,0.0,4,0.05,0.06666666666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,164000,1,44.0,1,1,4006,0,1,0,1,0,0,0,0,0,0.0,1.0,0,0,5900,0.015,0.01,0.059,5900,0.0,2,0.022727272727272728,0.045454545454545456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,450000,1,69.0,3,2,1799,0,1,0,1,0,0,0,0,0,0.0,1.0,0,0,5674,0.003,0.026,0.122,5674,0.0,5,0.043478260869565216,0.07246376811594203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,159000,1,52.0,2,1,6495,0,1,0,0,0,0,0,0,0,0.0,2.0,1,1,2466,0.002,0.029,0.026,2941,-0.162,3,0.038461538461538464,0.057692307692307696,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,320000,1,101.0,2,2,622,0,1,0,0,0,0,0,0,0,0.0,3.0,1,0,4571,0.018,0.036,0.061,4600,-0.006,4,0.019801980198019802,0.039603960396039604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,295000,2,140.0,3,3,1619,0,1,0,0,0,0,0,0,0,0.0,-1.0,1,0,4571,0.018,0.036,0.061,4600,-0.006,6,0.02142857142857143,0.04285714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,212000,0,45.0,0,1,325,1,2,0,0,0,0,0,0,0,0.0,5.0,1,0,4571,0.018,0.036,0.061,4600,-0.006,1,0.0,0.022222222222222223,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54200,1,38.0,2,1,6363,0,1,0,0,0,0,0,0,0,0.0,1.0,0,0,2466,0.002,0.029,0.026,2941,-0.162,3,0.05263157894736842,0.07894736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16,164000,1,44.0,2,1,3821,0,1,0,1,0,0,0,0,0,0.0,-2.0,0,0,5900,0.015,0.01,0.059,5900,0.0,3,0.045454545454545456,0.06818181818181818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,58900,1,53.0,3,1,7058,0,1,0,0,0,0,0,0,0,0.0,-1.0,0,0,2466,0.002,0.029,0.026,2941,-0.162,4,0.05660377358490566,0.07547169811320754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,82000,1,52.0,2,1,6620,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,2466,0.002,0.029,0.026,2941,-0.162,3,0.038461538461538464,0.057692307692307696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,58300,1,47.0,3,1,6784,0,1,0,0,0,0,0,0,0,0.0,2.0,0,0,2466,0.002,0.029,0.026,2941,-0.162,4,0.06382978723404255,0.0851063829787234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,320000,1,65.0,3,1,1815,0,1,0,0,0,0,0,0,0,0.0,1.0,0,0,5674,0.003,0.026,0.122,5674,0.0,4,0.046153846153846156,0.06153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
